GRTOTLT,GRBKAAT,GRHISPT
1,0,0
10,0,0
2,0,0
2,0,0
13,0,0
1,0,0
280,34,8
13,0,0
272,33,8
8,1,0
217,2,2
1,0,0
216,2,2
59,0,0
13,0,0
46,0,0
30,0,0
15,,
9,,
6,,
26,0,0
101,2,2
10,1,0
10,1,0
10,1,0
10,1,0
10,,
10,,
310,6,4
34,0,0
57,3,1
173,3,3
173,3,3
22,0,0
1,0,0
21,0,0
3,0,0
18,0,0
37,3,1
137,3,1
137,3,1
12,0,0
3,0,0
4,0,0
5,0,0
20,0,0
32,0,2
187,3,1
16,0,2
98,0,0
16,0,0
89,3,1
512,9,4
274,4,3
512,9,4
512,9,4
274,4,3
274,4,3
184,3,2
77,1,1
13,0,0
8,0,0
230,5,1
8,0,0
230,5,1
111,2,0
55,1,0
22,1,0
92,2,0
92,2,0
44,1,0
1,0,0
43,1,0
27,0,0
11,1,0
5,0,0
22,1,0
19,0,0
19,0,0
11,0,0
8,0,0
3,0,0
2,0,0
32,0,0
2,0,0
24,0,0
8,0,0
105,3,1
33,0,0
32,1,1
105,3,1
105,3,1
33,0,0
33,0,0
23,0,0
6,0,0
4,0,0
32,1,1
3,0,0
37,2,0
3,0,0
37,2,0
1931,30,26
1152,13,13
486,15,9
1936,30,26
5,0,0
1931,30,26
1152,13,13
1152,13,13
717,6,8
358,6,5
77,1,0
486,15,9
5,0,0
31,0,0
262,2,4
31,0,0
262,2,4
234,0,0
163,0,0
234,0,0
234,0,0
163,0,0
163,0,0
119,0,0
44,0,0
1,0,0
70,0,0
1,0,0
70,0,0
165,2,3
71,0,1
151,1,3
151,1,3
69,0,1
69,0,1
39,0,1
23,0,0
7,0,0
14,1,0
14,1,0
2,0,0
1,0,0
1,0,0
19,1,0
75,1,2
7,0,0
75,1,2
12,1,0
560,9,7
317,3,1
460,8,7
460,8,7
283,3,1
4,0,0
279,3,1
244,2,1
34,1,0
1,0,0
100,1,0
100,1,0
34,0,0
26,0,0
8,0,0
11,0,0
232,6,6
1,0,0
176,5,6
10,0,0
56,1,0
160,2,2
160,2,2
63,0,0
10,0,0
53,0,0
6,0,1
58,,
10,,
48,,
19,0,0
72,2,1
103,1,2
47,1,2
103,1,2
103,1,2
47,1,2
47,1,2
40,1,2
6,0,0
1,0,0
56,0,0
56,0,0
321,2,4
201,1,2
322,2,4
1,0,0
321,2,4
201,1,2
201,1,2
183,1,2
15,0,0
3,0,0
1,0,0
120,1,2
120,1,2
1066,46,19
1066,46,19
164,3,3
1,0,0
163,3,3
188,10,3
64,,
1,,
63,,
167,12,3
547,21,10
991,22,14
321,4,4
374,9,5
991,22,14
1,0,0
990,22,14
321,4,4
321,4,4
126,0,2
135,1,1
60,3,1
374,9,5
1,0,0
1,0,0
1,0,0
68,1,2
228,8,3
68,1,2
227,8,3
1,0,0
223,8,3
96,1,2
39,1,0
209,7,3
3,0,0
206,7,3
95,1,2
1,0,0
94,1,2
47,1,1
47,0,1
37,1,0
17,1,0
17,1,0
1,0,0
1,0,0
2,0,0
3,0,0
1,0,0
87,6,1
1,0,0
73,5,1
14,1,0
163,5,3
97,1,2
163,5,3
163,5,3
97,1,2
2,0,0
95,1,2
91,1,2
3,0,0
1,0,0
66,4,1
66,4,1
132,1,0
132,1,0
42,0,0
29,0,0
13,0,0
3,0,0
30,,
22,,
8,,
7,0,0
80,1,0
390,112,2
390,112,2
87,5,0
25,1,0
62,4,0
40,34,1
39,,
16,,
23,,
27,3,1
236,70,0
1815,309,102
2,1,0
1813,308,102
299,21,12
299,21,12
538,103,33
101,,
101,,
538,73,32
438,111,25
287,203,8
287,203,8
104,63,4
90,51,3
14,12,1
76,,
68,,
8,,
3,3,0
180,137,4
683,588,11
683,588,11
30,24,1
30,24,1
140,125,0
12,,
12,,
95,83,1
418,356,9
163,66,6
70,20,3
44,19,3
163,66,6
163,66,6
70,20,3
70,20,3
30,6,2
31,9,1
9,5,0
44,19,3
18,7,0
31,20,0
18,7,0
31,20,0
664,610,18
217,202,4
176,163,5
664,610,18
664,610,18
217,202,4
217,202,4
52,50,0
123,112,3
42,40,1
176,163,5
42,40,1
229,205,8
42,40,1
229,205,8
39,19,4
16,7,0
39,19,4
39,19,4
16,7,0
1,0,0
15,7,0
8,2,0
7,5,0
1,1,0
22,11,4
1,1,0
22,11,4
281,38,11
281,38,11
60,7,3
6,1,1
54,6,2
59,14,1
19,,
4,,
15,,
36,0,4
126,17,3
1049,333,66
1049,333,66
133,23,13
132,23,13
245,86,17
29,,
2,,
27,,
193,45,14
478,179,22
374,55,14
374,55,14
67,4,3
2,0,0
65,4,3
112,16,2
25,,
2,,
23,,
41,7,3
154,28,6
98,63,17
39,24,7
95,61,16
95,61,16
38,24,6
38,24,6
16,9,3
17,12,2
5,3,1
3,2,1
3,2,1
1,0,1
1,0,1
4,2,0
55,37,10
4,2,0
53,35,10
2,2,0
570,519,5
100,88,1
127,121,1
570,519,5
570,519,5
100,88,1
100,88,1
28,23,1
44,40,0
28,25,0
127,121,1
30,27,0
313,283,3
30,27,0
313,283,3
908,114,62
908,114,62
210,10,14
6,1,1
204,9,13
183,19,7
106,,
3,,
103,,
142,20,15
373,65,26
1030,290,29
500,128,11
307,97,12
1030,290,29
1030,290,29
500,128,11
500,128,11
201,31,4
248,80,6
51,17,1
307,97,12
12,3,0
211,62,6
12,3,0
211,62,6
266,82,7
266,82,7
62,4,1
62,4,1
96,53,4
26,,
1,,
25,,
17,4,0
91,21,2
360,28,17
230,17,10
360,28,17
360,28,17
230,17,10
230,17,10
205,14,10
22,3,0
3,0,0
130,11,7
130,11,7
252,26,7
104,6,2
4,2,0
4,2,0
248,24,7
248,24,7
104,6,2
40,0,0
64,6,2
148,20,5
4,2,0
144,18,5
458,53,25
458,53,25
114,9,3
22,2,2
92,7,1
101,15,10
47,,
15,,
32,,
75,9,4
168,20,8
1032,135,45
1,0,0
1031,135,45
223,10,7
3,0,0
220,10,7
261,40,11
102,,
2,,
100,,
166,24,8
381,61,19
308,42,17
218,24,12
65,13,4
308,42,17
308,42,17
218,24,12
218,24,12
179,19,10
36,5,2
3,0,0
65,13,4
3,0,0
22,5,1
3,0,0
22,5,1
987,265,85
987,265,85
149,14,13
3,2,0
146,12,13
133,40,5
53,,
53,,
193,55,14
512,156,53
1315,63,114
1224,54,106
22,1,2
1317,63,114
2,0,0
1315,63,114
1224,54,106
1224,54,106
1140,48,99
64,4,5
20,2,2
22,1,2
2,0,0
4,1,0
65,7,6
4,1,0
65,7,6
628,325,70
628,325,70
390,198,44
390,198,44
201,,
201,,
2,1,0
236,126,26
1066,43,49
873,31,34
1068,43,49
2,0,0
1066,43,49
873,31,34
873,31,34
825,28,34
48,3,0
2,0,0
193,12,15
193,12,15
108,51,8
9,4,1
25,9,1
107,51,8
107,51,8
9,4,1
1,1,0
8,3,1
5,3,1
2,0,0
1,0,0
25,9,1
1,0,0
1,0,0
7,4,1
67,34,5
7,4,1
66,34,5
1,0,0
1555,209,60
950,123,28
385,49,24
1557,209,60
2,0,0
1555,209,60
950,123,28
950,123,28
531,68,14
327,46,11
92,9,3
385,49,24
2,0,0
58,10,3
162,27,5
58,10,3
162,27,5
3907,514,283
3311,398,226
230,45,29
3900,516,283
4,2,0
3896,514,283
3304,398,226
9,0,0
3295,398,226
2610,256,154
597,121,62
88,21,10
230,45,29
11,0,0
11,0,0
7,0,0
6,0,0
1,0,0
4,2,0
35,6,4
331,65,24
35,6,4
327,65,24
4,0,0
428,20,25
309,14,20
429,20,25
1,0,0
428,20,25
309,14,20
309,14,20
275,14,18
31,0,2
3,0,0
1,0,0
3,1,0
116,5,5
3,1,0
116,5,5
1038,931,10
1,1,0
381,342,1
283,253,5
1038,931,10
1038,931,10
381,342,1
381,342,1
199,175,0
130,122,1
52,45,0
283,253,5
31,29,0
343,307,4
31,29,0
343,307,4
2028,588,423
2028,588,423
288,66,44
8,2,0
280,64,44
453,136,57
99,,
4,,
95,,
557,169,129
730,217,193
1430,1374,14
459,444,2
258,248,5
1430,1374,14
1430,1374,14
459,444,2
459,444,2
169,161,1
201,197,1
89,86,0
258,248,5
83,82,0
630,600,7
83,82,0
630,600,7
410,37,23
264,22,14
127,12,9
410,37,23
410,37,23
264,22,14
264,22,14
236,18,12
25,4,2
3,0,0
127,12,9
1,0,0
18,3,0
1,0,0
18,3,0
49,0,0
19,0,0
8,0,0
49,0,0
49,0,0
19,0,0
19,0,0
8,0,0
3,0,0
8,0,0
8,0,0
2,0,0
20,0,0
2,0,0
20,0,0
105,37,6
61,20,3
105,37,6
105,37,6
61,20,3
61,20,3
53,14,2
8,6,1
3,1,0
41,16,3
3,1,0
41,16,3
1231,931,78
1231,931,78
73,40,6
3,0,1
70,40,5
281,228,14
22,,
22,,
277,203,19
600,460,39
460,326,8
6,5,0
454,321,8
182,124,4
182,124,4
146,,
146,,
2,2,0
270,195,4
1198,115,40
793,61,23
216,35,9
1199,115,40
1,0,0
1198,115,40
793,61,23
793,61,23
533,36,16
229,18,7
31,7,0
216,35,9
1,0,0
11,0,1
178,19,7
11,0,1
178,19,7
458,35,22
373,27,18
74,5,4
458,35,22
458,35,22
373,27,18
373,27,18
332,19,13
20,3,2
21,5,3
74,5,4
3,1,0
8,2,0
3,1,0
8,2,0
67,65,0
17,16,0
65,63,0
65,63,0
15,14,0
2,2,0
13,12,0
11,10,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
50,49,0
50,49,0
153,0,7
110,0,3
153,0,7
153,0,7
110,0,3
110,0,3
106,0,2
4,0,1
1,0,0
42,0,4
1,0,0
42,0,4
238,168,44
1,1,0
237,167,44
80,57,13
71,53,10
9,4,3
69,,
62,,
7,,
7,4,1
150,106,30
2825,289,97
1928,193,63
631,48,24
2826,290,97
1,1,0
2825,289,97
1928,193,63
1928,193,63
1210,103,38
616,76,22
102,14,3
3,0,0
631,48,24
1,1,0
76,10,3
190,38,7
76,10,3
190,38,7
167,23,9
167,23,9
122,15,5
122,15,5
115,,
115,,
45,8,4
1250,61,135
1111,48,116
1251,61,135
1,0,0
1250,61,135
1111,48,116
1111,48,116
1110,48,116
1,0,0
1,0,0
139,13,19
139,13,19
626,89,8
393,46,4
626,89,8
626,89,8
393,46,4
393,46,4
301,25,4
64,13,0
28,8,0
10,3,0
223,40,4
10,3,0
223,40,4
415,24,6
306,17,3
415,24,6
415,24,6
306,17,3
306,17,3
291,17,3
12,0,0
3,0,0
109,7,3
109,7,3
426,29,17
289,18,12
64,4,1
426,29,17
426,29,17
289,18,12
289,18,12
263,15,12
26,3,0
64,4,1
1,0,0
72,7,4
1,0,0
72,7,4
465,93,17
465,93,17
70,5,0
6,0,0
64,5,0
162,25,5
18,,
4,,
14,,
48,7,4
185,56,8
371,117,37
140,43,5
370,116,37
370,116,37
140,43,5
140,43,5
102,32,2
35,10,2
3,1,1
1,1,0
1,1,0
8,2,1
223,72,31
8,2,1
222,71,31
438,48,47
412,42,45
12,2,1
438,48,47
438,48,47
412,42,45
412,42,45
381,38,40
26,4,4
5,0,1
12,2,1
2,0,0
12,4,1
2,0,0
12,4,1
245,19,17
98,8,3
245,19,17
245,19,17
98,8,3
98,8,3
81,6,3
10,1,0
7,1,0
5,1,0
142,10,14
5,1,0
142,10,14
606,11,19
427,4,16
607,11,19
1,0,0
606,11,19
427,4,16
427,4,16
402,4,13
20,0,3
5,0,0
1,0,0
1,0,0
178,7,3
1,0,0
178,7,3
3,0,0
463,21,39
418,20,34
463,21,39
463,21,39
418,20,34
418,20,34
388,20,34
23,0,0
7,0,0
45,1,5
45,1,5
24,0,0
10,0,0
1,0,0
24,0,0
24,0,0
10,0,0
1,0,0
2,0,0
7,0,0
7,0,0
1,0,0
13,0,0
13,0,0
182,19,18
115,8,13
174,19,17
174,19,17
109,8,12
6,0,1
103,8,11
82,0,9
8,0,2
13,8,0
8,0,1
8,0,1
6,0,1
5,0,1
1,0,0
67,11,5
65,11,5
2,0,0
343,65,43
109,23,16
21,8,2
57,10,6
57,10,6
36,8,5
22,5,5
14,3,0
7,1,0
1,0,0
6,2,0
2,1,0
286,55,37
286,55,37
73,15,11
35,7,5
38,8,6
19,7,2
213,34,25
19,1,1
194,33,24
343,31,24
106,4,7
288,27,22
288,27,22
87,3,7
7,0,1
80,3,6
46,1,3
24,2,2
10,0,1
55,4,2
55,4,2
19,1,0
13,0,0
6,1,0
2,0,0
235,27,17
2,0,0
199,24,15
36,3,2
971,33,47
856,26,41
65,1,2
971,33,47
971,33,47
856,26,41
856,26,41
803,21,37
46,4,4
7,1,0
65,1,2
31,4,4
19,2,0
31,4,4
19,2,0
634,87,50
309,24,31
573,70,46
573,70,46
299,22,30
5,0,1
294,22,29
229,13,19
47,6,9
18,3,1
61,17,4
61,17,4
10,2,1
2,1,0
8,1,1
325,63,19
274,48,16
51,15,3
331,13,20
2,0,0
329,13,20
61,0,3
2,0,0
59,0,3
63,2,2
16,,
16,,
46,2,2
159,9,13
62,7,4
6,0,0
62,7,4
62,7,4
6,0,0
6,0,0
9,1,0
47,6,4
9,1,0
47,6,4
2267,124,147
2070,100,129
138,12,14
2269,124,148
2,0,1
2267,124,147
2070,100,129
2070,100,129
1997,95,124
57,4,5
16,1,0
138,12,14
2,0,1
7,0,2
52,12,2
7,0,2
52,12,2
145,12,4
96,6,2
145,12,4
145,12,4
96,6,2
96,6,2
83,4,2
13,2,0
49,6,2
49,6,2
4118,115,323
3488,96,271
4131,116,324
13,1,1
4118,115,323
3488,96,271
3488,96,271
3275,86,245
176,10,19
37,0,7
13,1,1
14,0,1
616,19,51
14,0,1
616,19,51
754,35,50
685,28,46
754,35,50
754,35,50
685,28,46
685,28,46
643,27,39
35,0,6
7,1,1
4,0,0
65,7,4
4,0,0
65,7,4
1464,88,46
866,52,20
1464,88,46
1464,88,46
866,52,20
866,52,20
412,17,8
357,26,10
97,9,2
156,9,4
442,27,22
156,9,4
442,27,22
1458,98,123
6,0,0
1452,98,123
273,11,13
3,0,0
270,11,13
232,12,9
62,,
3,,
59,,
534,44,31
413,31,70
7,0,0
7,0,0
7,0,0
7,0,0
4,,
4,,
1272,284,277
1272,284,277
144,22,22
15,5,5
129,17,17
230,43,57
53,,
14,,
39,,
373,111,82
525,108,116
136,63,30
4,0,0
53,31,11
136,63,30
136,63,30
4,0,0
4,0,0
4,0,0
53,31,11
79,32,19
79,32,19
508,18,23
1,0,0
507,18,23
82,4,5
1,0,0
81,4,5
83,1,1
27,,
1,,
26,,
79,4,3
263,9,14
9,3,1
3,0,0
9,3,1
9,3,1
3,0,0
3,0,0
1,1,0
5,2,1
1,1,0
5,2,1
586,12,22
456,7,13
588,12,22
2,0,0
586,12,22
456,7,13
456,7,13
424,5,12
28,2,1
4,0,0
2,0,0
1,0,0
129,5,9
1,0,0
129,5,9
585,26,20
263,5,8
585,26,20
585,26,20
263,5,8
263,5,8
213,5,4
42,0,3
8,0,1
2,0,0
320,21,12
2,0,0
320,21,12
519,47,1
224,22,1
228,14,0
44,0,1
44,0,1
30,0,1
11,0,0
19,0,1
19,0,1
12,0,0
475,47,0
475,47,0
194,22,0
163,19,0
31,3,0
216,14,0
67,11,0
2,0,0
65,11,0
189,37,51
189,37,51
116,21,26
116,21,26
84,,
84,,
73,16,25
163,15,7
76,7,4
136,11,6
2,0,0
134,11,6
69,5,3
69,5,3
53,2,2
12,2,1
4,1,0
29,4,1
29,4,1
7,2,1
1,0,0
6,2,1
2,0,0
7,3,0
80,5,3
2,2,0
63,4,3
5,1,0
17,1,0
772,21,63
615,17,50
773,21,63
1,0,0
772,21,63
615,17,50
615,17,50
598,16,45
15,1,4
2,0,1
1,0,0
2,0,0
155,4,13
2,0,0
155,4,13
480,24,38
308,20,23
480,24,38
480,24,38
308,20,23
308,20,23
268,19,19
36,1,3
4,0,1
3,0,1
169,4,14
3,0,1
169,4,14
580,4,7
424,3,5
581,4,7
1,0,0
580,4,7
424,3,5
1,0,0
423,3,5
410,3,4
11,0,1
2,0,0
1,0,0
156,1,2
156,1,2
250,32,28
80,8,11
97,18,11
84,5,3
84,5,3
28,2,2
28,2,2
20,0,1
1,0,0
7,2,1
28,3,1
166,27,25
166,27,25
52,6,9
52,6,9
69,15,10
73,6,6
28,0,0
45,6,6
763,33,32
433,16,14
763,33,32
763,33,32
433,16,14
433,16,14
227,7,8
179,9,5
27,0,1
14,2,0
316,15,18
14,2,0
316,15,18
644,27,31
331,14,11
644,27,31
644,27,31
331,14,11
331,14,11
213,5,6
103,8,5
15,1,0
13,1,0
300,12,20
13,1,0
300,12,20
230,81,36
107,31,17
64,26,5
230,81,36
230,81,36
107,31,17
28,10,5
75,20,11
4,1,1
64,26,5
59,24,14
2,1,0
59,24,14
419,9,21
300,5,13
421,10,21
2,1,0
419,9,21
300,5,13
300,5,13
256,2,10
38,3,3
6,0,0
2,1,0
119,4,8
119,4,8
277,3,9
277,3,9
60,0,0
7,0,0
53,0,0
52,1,3
26,,
6,,
20,,
39,1,0
126,1,6
389,7,29
291,6,24
389,7,29
389,7,29
291,6,24
291,6,24
246,6,21
36,0,3
9,0,0
1,0,0
97,1,5
1,0,0
97,1,5
1656,112,124
1615,108,121
1657,112,124
1,0,0
1656,112,124
1615,108,121
54,,
1615,108,121
1420,96,108
157,10,9
38,2,4
1,0,0
8,1,0
33,3,3
8,1,0
33,3,3
17,0,1
9,0,0
8,0,1
17,0,1
17,0,1
9,0,0
9,0,0
9,0,0
8,0,1
737,35,65
681,30,57
31,1,3
737,35,65
737,35,65
681,30,57
681,30,57
664,29,57
16,0,0
1,1,0
31,1,3
1,0,0
24,4,5
1,0,0
24,4,5
1233,87,240
1233,87,240
274,7,27
4,0,2
270,7,25
220,20,50
71,,
2,,
69,,
182,12,39
557,48,124
101,30,10
101,30,10
43,11,5
14,7,1
29,4,4
16,,
5,,
11,,
58,19,5
481,23,20
272,13,11
483,23,20
2,0,0
481,23,20
272,13,11
272,13,11
251,12,11
17,1,0
4,0,0
2,0,0
2,0,0
207,10,9
2,0,0
207,10,9
1,0,0
1,0,0
1,0,0
1,0,0
1,,
1,,
321,10,19
187,4,10
321,10,19
321,10,19
187,4,10
187,4,10
144,3,7
32,0,3
11,1,0
3,0,0
131,6,9
3,0,0
131,6,9
5,1,1
2,1,0
5,1,1
5,1,1
2,1,0
5,,
3,0,1
3,0,1
1514,63,117
825,32,55
1517,63,117
3,0,0
1514,63,117
825,32,55
825,32,55
411,13,24
330,15,25
84,4,6
3,0,0
76,4,10
613,27,52
76,4,10
613,27,52
59,7,11
29,4,4
59,7,11
59,7,11
29,4,4
29,4,4
3,0,1
27,3,6
3,0,1
27,3,6
4256,187,171
3196,129,125
758,40,33
4136,186,170
5,0,0
4131,186,170
3128,129,125
3128,129,125
2594,83,89
459,34,31
75,12,5
731,40,33
125,1,1
125,1,1
68,0,0
68,0,0
27,0,0
5,0,0
21,4,1
281,14,12
21,4,1
251,13,11
30,1,1
972,121,121
409,44,43
329,38,45
970,121,121
970,121,121
408,44,43
408,44,43
154,11,11
185,22,20
69,11,12
329,38,45
2,0,0
2,0,0
1,0,0
1,0,0
37,9,5
197,30,28
37,9,5
196,30,28
1,0,0
638,125,105
638,125,105
94,11,15
8,0,1
86,11,14
207,44,26
47,,
6,,
41,,
70,18,19
267,52,45
601,30,14
427,19,10
333,22,8
333,22,8
214,13,5
214,13,5
169,7,4
18,2,0
27,4,1
268,8,6
268,8,6
213,6,5
213,6,5
4,0,0
170,11,4
4,0,0
115,9,3
55,2,1
273,9,17
192,5,12
273,9,17
273,9,17
192,5,12
192,5,12
141,4,10
42,0,2
9,1,0
9,0,0
72,4,5
9,0,0
72,4,5
1046,94,148
955,77,129
1047,94,148
1,0,0
1046,94,148
955,77,129
955,77,129
849,68,103
85,7,19
21,2,7
1,0,0
16,3,4
75,14,15
16,3,4
75,14,15
295,3,0
207,1,0
7,0,0
49,,
296,3,0
1,0,0
295,3,0
207,1,0
207,1,0
162,1,0
35,0,0
10,0,0
7,0,0
1,0,0
4,0,0
77,2,0
4,0,0
77,2,0
1229,281,82
2,0,0
1227,281,82
183,31,11
4,1,0
179,30,11
274,60,17
38,,
2,,
36,,
193,53,13
577,137,41
603,22,21
409,11,15
603,22,21
603,22,21
409,11,15
409,11,15
379,8,15
28,3,0
2,0,0
1,0,0
193,11,6
1,0,0
193,11,6
1340,57,283
3,0,0
1337,57,283
192,5,19
5,0,0
187,5,19
265,19,67
271,10,57
609,23,140
80,0,3
42,0,1
80,0,3
80,0,3
42,0,1
42,0,1
39,0,1
3,0,0
38,0,2
38,0,2
517,21,31
415,16,24
81,4,4
518,21,31
1,0,0
517,21,31
415,16,24
415,16,24
394,16,24
20,0,0
1,0,0
81,4,4
1,0,0
2,0,0
19,1,3
2,0,0
19,1,3
409,60,26
167,23,9
392,60,25
392,60,25
158,23,8
158,23,8
126,11,7
26,8,0
6,4,1
17,0,1
17,0,1
9,0,1
9,0,1
2,0,1
240,37,16
2,0,1
232,37,16
8,0,0
665,31,96
665,31,96
109,4,7
16,1,3
93,3,4
113,8,14
42,,
14,,
28,,
107,8,18
336,11,57
129,4,13
66,3,9
99,2,10
99,2,10
57,2,7
57,2,7
28,1,1
27,1,6
2,0,0
30,2,3
30,2,3
9,1,2
9,1,2
2,0,0
61,1,4
2,0,0
40,0,3
21,1,1
80,6,3
70,5,2
79,6,3
79,6,3
69,5,2
69,5,2
58,5,2
9,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,1
9,1,0
1,0,1
9,1,0
46,1,5
46,1,5
37,1,4
37,1,4
36,,
36,,
9,0,1
274,50,26
95,13,7
28,6,3
259,45,26
259,45,26
87,12,7
87,12,7
70,10,5
16,2,2
1,0,0
28,6,3
15,5,0
15,5,0
8,1,0
7,1,0
1,0,0
2,0,0
149,31,16
2,0,0
142,27,16
7,4,0
391,30,17
187,8,7
150,18,8
391,30,17
391,30,17
187,8,7
187,8,7
175,7,7
9,1,0
3,0,0
150,18,8
3,0,0
51,4,2
3,0,0
51,4,2
325,21,16
168,8,6
325,21,16
325,21,16
168,8,6
168,8,6
109,4,2
41,2,3
18,2,1
7,1,0
150,12,10
7,1,0
150,12,10
24,0,1
24,0,1
18,0,0
5,0,0
13,0,0
18,,
5,,
13,,
6,0,1
957,74,177
957,74,177
176,8,22
28,0,0
148,8,22
161,23,21
52,,
24,,
28,,
179,10,34
441,33,100
364,11,27
136,3,12
296,8,22
1,0,0
295,8,22
110,3,11
10,0,1
100,3,10
83,1,7
15,2,3
2,0,0
69,3,5
69,3,5
26,0,1
23,0,1
3,0,0
1,0,0
6,0,0
222,8,15
4,0,0
181,5,11
2,0,0
41,3,4
2922,145,148
2385,102,113
2923,145,148
1,0,0
2922,145,148
2385,102,113
2385,102,113
2314,96,109
71,6,4
1,0,0
30,1,0
507,42,35
30,1,0
507,42,35
670,16,223
670,16,223
126,2,26
20,2,8
106,0,18
120,2,34
41,,
10,,
31,,
141,2,59
283,10,104
201,11,29
157,6,22
201,11,29
201,11,29
157,6,22
25,1,2
132,5,20
106,4,15
18,0,2
8,1,3
44,5,7
44,5,7
150,58,28
53,19,6
150,58,28
150,58,28
53,19,6
1,0,0
52,19,6
28,10,2
17,9,2
7,0,2
97,39,22
97,39,22
341,57,9
341,57,9
61,5,2
5,0,0
56,5,2
55,13,3
24,,
5,,
19,,
64,10,3
161,29,1
1274,103,218
2,0,1
1272,103,217
201,12,24
23,0,5
178,12,19
202,13,31
72,,
15,,
57,,
174,20,37
695,58,125
237,72,38
106,30,14
237,72,38
237,72,38
106,30,14
106,30,14
88,24,10
16,5,4
2,1,0
131,42,24
131,42,24
261,131,48
261,131,48
21,13,3
21,13,3
93,49,15
7,,
7,,
36,17,8
111,52,22
1133,106,115
521,46,52
1134,106,115
1,0,0
1133,106,115
521,46,52
521,46,52
255,15,26
202,25,16
64,6,10
1,0,0
35,5,4
577,55,59
35,5,4
577,55,59
443,42,120
1,0,0
442,42,120
279,22,71
279,22,71
126,,
126,,
163,20,49
390,20,17
261,16,12
54,1,3
390,20,17
390,20,17
261,16,12
6,1,2
255,15,10
240,13,7
10,2,0
5,0,3
54,1,3
3,0,0
72,3,2
3,0,0
72,3,2
174,15,10
102,7,8
35,7,1
175,15,10
1,0,0
174,15,10
102,7,8
46,6,2
56,1,6
35,7,1
1,0,0
1,0,0
36,1,1
1,0,0
36,1,1
643,31,41
558,28,34
643,31,41
643,31,41
558,28,34
558,28,34
527,27,33
28,1,1
3,0,0
2,0,0
83,3,7
2,0,0
83,3,7
617,26,19
424,11,9
617,26,19
617,26,19
424,11,9
424,11,9
380,6,5
40,5,4
4,0,0
193,15,10
193,15,10
874,138,260
874,138,260
171,23,26
22,2,6
149,21,20
98,15,24
53,,
17,,
36,,
163,23,55
442,77,155
1768,129,64
839,56,25
1773,130,64
5,1,0
1768,129,64
839,56,25
839,56,25
485,18,12
293,23,11
61,15,2
5,1,0
929,73,39
929,73,39
634,17,32
520,14,24
634,17,32
634,17,32
520,14,24
520,14,24
503,12,22
17,2,2
114,3,8
114,3,8
1557,64,113
849,37,54
1559,64,113
2,0,0
1557,64,113
849,37,54
1,0,0
848,37,54
607,24,33
212,12,17
29,1,4
2,0,0
11,0,2
697,27,57
11,0,2
697,27,57
1298,56,83
1198,47,74
39,2,0
1298,56,83
1298,56,83
1198,47,74
1198,47,74
1141,43,70
46,3,4
11,1,0
39,2,0
6,2,1
55,5,8
6,2,1
55,5,8
596,43,59
545,41,54
596,43,59
596,43,59
545,41,54
545,41,54
487,37,47
44,2,5
14,2,2
51,2,5
51,2,5
813,27,37
518,13,17
813,27,37
813,27,37
518,13,17
7,0,0
511,13,17
399,7,15
100,6,2
12,0,0
295,14,20
295,14,20
735,25,35
437,10,12
194,12,13
735,25,35
735,25,35
437,10,12
437,10,12
370,8,10
62,2,2
5,0,0
194,12,13
3,0,0
101,3,10
3,0,0
101,3,10
1123,52,35
704,22,18
1125,53,35
2,1,0
1123,52,35
704,22,18
704,22,18
543,15,11
143,7,5
18,0,2
2,1,0
5,0,1
414,30,16
5,0,1
414,30,16
420,25,18
324,22,12
420,25,18
420,25,18
324,22,12
324,22,12
313,20,12
9,1,0
2,1,0
1,0,0
95,3,6
1,0,0
95,3,6
234,25,21
129,15,12
234,25,21
234,25,21
129,15,12
129,15,12
104,14,10
17,1,2
8,0,0
105,10,9
105,10,9
538,40,55
513,33,51
539,40,56
1,0,1
538,40,55
513,33,51
513,33,51
476,32,45
31,0,6
6,1,0
1,0,1
1,0,0
24,7,4
1,0,0
24,7,4
904,36,65
769,27,52
904,36,65
904,36,65
769,27,52
769,27,52
672,23,41
77,4,9
20,0,2
7,0,1
128,9,12
7,0,1
128,9,12
653,19,48
347,10,19
181,5,17
653,19,48
653,19,48
347,10,19
347,10,19
204,5,10
100,3,5
43,2,4
181,5,17
18,1,1
107,3,11
18,1,1
107,3,11
571,20,20
323,10,10
572,20,20
1,0,0
571,20,20
323,10,10
323,10,10
250,8,5
64,2,4
9,0,1
1,0,0
1,0,0
247,10,10
1,0,0
247,10,10
485,14,1
348,6,0
485,14,1
485,14,1
348,6,0
348,6,0
297,4,0
47,1,0
4,1,0
137,8,1
137,8,1
428,16,12
260,5,8
76,5,1
428,16,12
428,16,12
260,5,8
260,5,8
246,5,8
10,0,0
4,0,0
76,5,1
92,6,3
92,6,3
410,7,7
410,7,7
144,0,1
31,0,0
113,0,1
73,2,0
97,,
31,,
66,,
23,0,0
170,5,6
387,89,46
227,52,38
86,22,6
387,89,46
387,89,46
227,52,38
227,52,38
125,26,16
71,19,15
31,7,7
86,22,6
1,1,0
73,14,2
1,1,0
73,14,2
456,19,22
239,2,8
154,13,7
455,19,22
455,19,22
238,2,8
1,0,0
237,2,8
138,0,6
82,1,1
17,1,1
