GRTOTLT,GRBKAAT,GRHISPT
2,0,0
5,0,0
1,0,0
16,0,0
16,0,0
7,0,0
7,0,0
2,0,0
5,0,0
4,0,0
2,0,0
3,0,0
4,0,0
50,16,0
50,16,0
45,14,0
45,14,0
45,,
45,,
5,2,0
1571,340,40
1571,340,40
254,37,5
35,5,0
219,32,5
397,77,14
94,,
39,,
55,,
280,69,9
640,157,12
429,23,17
250,5,7
144,14,8
430,23,17
1,0,0
429,23,17
250,5,7
250,5,7
220,3,4
26,2,3
4,0,0
144,14,8
1,0,0
3,0,0
32,4,2
3,0,0
32,4,2
613,26,39
517,19,31
613,26,39
613,26,39
517,19,31
517,19,31
495,19,29
17,0,2
5,0,0
96,7,8
96,7,8
90,4,3
90,4,3
67,0,2
2,0,0
65,0,2
67,,
2,,
65,,
23,4,1
2402,115,92
1618,51,58
579,42,26
2403,115,92
1,0,0
2402,115,92
1618,51,58
1618,51,58
579,12,18
943,35,37
96,4,3
579,42,26
1,0,0
35,1,1
170,21,7
35,1,1
170,21,7
44,0,0
44,0,0
31,0,0
31,0,0
31,,
31,,
1,0,0
12,0,0
361,202,9
361,202,9
152,76,5
145,74,5
7,2,0
124,,
204,122,4
1425,51,27
1111,33,21
1241,48,25
4,0,0
1237,48,25
947,32,20
8,0,0
939,32,20
801,21,13
120,11,7
18,0,0
189,3,2
1,0,0
188,3,2
164,1,1
148,1,1
16,0,0
5,0,0
16,0,0
298,18,6
16,0,0
274,16,5
24,2,1
1262,81,56
701,35,26
1262,81,56
1262,81,56
701,35,26
701,35,26
458,18,15
203,12,10
40,5,1
10,1,1
551,45,29
10,1,1
551,45,29
550,94,89
337,41,55
442,62,26
442,62,26
276,30,12
276,30,12
233,19,9
41,11,3
2,0,0
108,32,63
108,32,63
61,11,43
61,11,43
3,1,1
210,52,33
1,0,0
165,32,14
2,1,1
45,20,19
1219,127,23
545,45,11
977,71,16
1,0,0
976,71,16
486,34,11
4,0,0
482,34,11
245,11,2
191,17,7
46,6,2
243,56,7
243,56,7
59,11,0
6,1,0
53,10,0
1,0,0
34,4,0
640,78,12
22,2,0
468,35,5
12,2,0
172,43,7
508,15,13
353,5,5
509,15,13
1,0,0
508,15,13
353,5,5
353,5,5
328,4,5
22,1,0
3,0,0
1,0,0
1,0,0
154,10,8
1,0,0
154,10,8
59,1,2
59,1,2
38,0,0
37,0,0
1,0,0
38,,
37,,
1,,
21,1,2
38,3,0
20,2,0
13,0,0
23,4,0
1,1,0
22,3,0
12,2,0
5,0,0
7,2,0
2,0,0
5,2,0
5,0,0
16,0,0
16,0,0
8,0,0
8,0,0
8,0,0
1,1,0
1,0,0
4,1,0
1,0,0
4,1,0
1,0,0
1,0,0
1,0,0
1,0,0
1,,
1,,
588,19,31
510,16,23
588,19,31
588,19,31
510,16,23
510,16,23
485,16,22
22,0,0
3,0,1
6,1,2
72,2,6
6,1,2
72,2,6
620,29,13
408,13,5
159,8,5
587,30,12
4,1,0
583,29,12
382,13,4
1,1,0
381,12,4
289,6,3
80,5,0
12,1,1
149,8,5
37,0,1
37,0,1
26,0,1
19,0,0
7,0,1
10,0,0
4,1,0
8,0,0
45,8,3
8,0,0
44,8,3
1,0,0
385,13,8
249,5,3
40,2,0
386,13,8
1,0,0
385,13,8
249,5,3
1,0,1
248,5,2
216,4,2
29,1,0
3,0,0
40,2,0
1,0,0
96,6,5
96,6,5
714,27,38
598,23,33
15,0,0
714,27,38
714,27,38
598,23,33
598,23,33
572,19,31
23,4,2
3,0,0
15,0,0
2,0,0
99,4,5
2,0,0
99,4,5
621,5,9
513,3,8
46,1,0
621,5,9
621,5,9
513,3,8
513,3,8
479,2,8
32,1,0
2,0,0
46,1,0
62,1,1
62,1,1
339,19,9
202,10,2
148,6,3
148,6,3
83,3,0
2,0,0
81,3,0
56,2,0
24,1,0
1,0,0
191,13,6
191,13,6
119,7,2
27,2,0
92,5,2
2,1,0
135,8,7
1,0,0
64,3,3
1,1,0
71,5,4
304,185,48
304,185,48
56,33,4
56,33,4
11,,
11,,
33,21,7
215,131,37
1064,140,113
4,1,0
1060,139,113
101,3,4
101,3,4
196,26,22
29,,
29,,
219,14,19
544,96,68
327,27,33
308,23,32
10,1,1
327,27,33
327,27,33
308,23,32
308,23,32
287,20,30
17,2,2
4,1,0
10,1,1
9,3,0
9,3,0
95,9,1
2,1,0
93,8,1
75,7,0
62,7,0
13,0,0
67,,
54,,
13,,
18,1,1
401,21,34
223,9,16
122,8,11
392,21,33
3,0,0
389,21,33
214,9,15
214,9,15
145,7,8
54,2,5
15,0,2
121,8,11
12,0,1
12,0,1
9,0,1
9,0,1
1,0,0
3,0,0
4,0,0
52,4,7
4,0,0
50,4,7
2,0,0
56,9,8
29,5,4
26,4,4
56,9,8
56,9,8
29,5,4
29,5,4
26,4,4
1,0,0
1,0,0
302,203,3
1,1,0
301,202,3
98,65,2
75,56,1
23,9,1
60,,
56,,
4,,
11,7,0
192,130,1
242,18,5
148,10,1
79,8,3
243,18,5
1,0,0
242,18,5
148,10,1
148,10,1
123,8,1
23,2,0
2,0,0
79,8,3
1,0,0
15,0,1
15,0,1
3065,401,77
1628,125,31
3058,403,77
11,3,0
3047,400,77
1618,125,31
1,0,0
1617,125,31
1041,57,16
487,61,13
89,7,2
18,1,0
18,1,0
10,0,0
3,0,0
7,0,0
11,3,0
50,11,1
1387,265,45
50,11,1
1379,264,45
8,1,0
453,42,20
453,42,20
337,26,11
337,26,11
298,,
298,,
116,16,9
159,5,6
159,5,6
101,2,4
101,2,4
94,,
94,,
1,0,0
57,3,2
461,9,14
359,5,11
461,9,14
461,9,14
359,5,11
359,5,11
332,2,10
25,3,1
2,0,0
102,4,3
102,4,3
321,11,12
136,6,6
204,6,5
204,6,5
84,2,2
10,1,0
74,1,2
48,1,1
21,0,1
5,0,0
117,5,7
117,5,7
52,4,4
25,2,1
27,2,3
2,0,0
183,5,6
120,4,3
2,0,0
63,1,3
559,22,32
344,8,19
560,22,32
1,0,0
559,22,32
344,8,19
344,8,19
315,4,17
25,3,2
4,1,0
1,0,0
1,0,1
214,14,12
1,0,1
214,14,12
1812,97,76
1002,31,42
1812,97,76
1812,97,76
1002,31,42
1002,31,42
680,19,25
279,10,15
43,2,2
14,1,0
796,65,34
14,1,0
796,65,34
227,19,3
98,3,2
69,10,0
224,19,3
224,19,3
95,3,2
95,3,2
60,0,2
30,2,0
5,1,0
69,10,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
57,6,1
3,0,0
57,6,1
902,115,102
597,60,65
847,115,46
1,0,0
846,115,46
564,60,32
564,60,32
471,46,28
82,12,3
11,2,1
56,0,56
56,0,56
33,0,33
33,0,33
1,0,0
8,3,0
297,52,37
8,3,0
274,52,14
23,0,23
399,144,34
399,144,34
107,24,3
107,24,3
9,5,1
83,,
83,,
46,10,4
237,105,26
600,24,27
542,21,25
42,1,2
601,24,27
1,0,0
600,24,27
542,21,25
542,21,25
530,20,25
10,1,0
2,0,0
42,1,2
1,0,0
1,0,0
15,2,0
1,0,0
15,2,0
118,5,4
73,3,0
108,5,3
108,5,3
66,3,0
66,3,0
47,0,0
17,3,0
2,0,0
10,0,1
10,0,1
7,0,0
7,0,0
1,0,0
44,2,4
1,0,0
41,2,3
3,0,1
34,1,0
34,1,0
28,1,0
2,1,0
26,0,0
28,,
17,,
11,,
6,0,0
395,9,12
298,4,8
395,9,12
395,9,12
298,4,8
298,4,8
276,2,6
17,1,1
5,1,1
1,0,0
96,5,4
1,0,0
96,5,4
870,48,136
1,0,0
869,48,136
153,6,9
1,0,0
152,6,9
208,13,22
67,,
1,,
66,,
103,2,23
405,27,82
18,14,0
198,17,60
198,17,60
101,3,22
6,0,2
95,3,20
69,,
4,,
65,,
97,14,38
1205,55,89
1053,40,70
1205,55,89
1205,55,89
1053,40,70
1053,40,70
910,25,57
127,11,13
16,4,0
13,1,1
139,14,18
13,1,1
139,14,18
404,61,120
404,61,120
251,33,76
251,33,76
98,,
98,,
153,28,44
320,154,67
320,154,67
145,55,34
137,54,32
8,1,2
80,,
75,,
5,,
1,1,0
174,98,33
533,476,3
221,195,0
12,12,0
533,476,3
533,476,3
221,195,0
221,195,0
125,112,0
78,69,0
12,12,0
9,8,0
291,261,3
9,8,0
291,261,3
1269,111,34
596,46,9
1226,111,33
4,0,0
1222,111,33
578,46,9
2,0,0
576,46,9
340,24,7
186,16,1
50,6,1
47,0,1
47,0,1
18,0,0
13,0,0
5,0,0
4,0,0
19,2,0
654,63,25
19,2,0
625,63,24
29,0,1
1322,54,111
1,0,0
1321,54,111
250,2,17
5,0,0
245,2,17
224,10,17
109,,
3,,
106,,
163,13,19
684,29,58
340,12,5
210,8,3
102,3,1
340,12,5
340,12,5
210,8,3
210,8,3
178,6,1
29,2,1
3,0,1
102,3,1
28,1,1
28,1,1
190,85,13
2,0,0
188,85,13
50,15,2
1,0,0
49,15,2
63,26,5
19,,
19,,
17,11,0
58,33,6
665,55,16
353,22,10
547,33,11
7,0,0
540,33,11
298,13,8
5,0,0
293,13,8
203,7,5
80,5,3
10,1,0
125,22,5
125,22,5
55,9,2
15,0,0
40,9,2
7,0,0
11,2,0
301,31,6
7,1,0
235,19,3
4,1,0
66,12,3
422,10,11
291,4,6
56,2,1
422,10,11
422,10,11
7,0,0
291,4,6
291,4,6
238,3,4
46,1,2
7,0,0
56,2,1
1,0,0
74,4,4
1,0,0
74,4,4
109,5,7
109,5,7
73,2,5
73,2,5
73,,
73,,
36,3,2
642,29,19
438,12,12
643,29,19
1,0,0
642,29,19
438,12,12
3,0,0
435,12,12
383,4,9
52,8,3
1,0,0
3,1,0
201,16,7
3,1,0
201,16,7
709,17,10
565,15,8
709,17,10
709,17,10
565,15,8
565,15,8
529,13,8
33,2,0
3,0,0
144,2,2
144,2,2
31,27,1
3,2,0
28,25,1
20,18,1
9,8,1
11,10,0
2,1,0
20,,
11,,
9,,
6,6,0
1311,127,64
841,57,36
1299,126,64
1299,126,64
833,57,36
1,0,0
832,57,36
503,20,16
293,33,16
36,4,4
12,1,0
12,1,0
8,0,0
8,0,0
28,9,2
442,61,26
28,9,2
438,60,26
4,1,0
378,4,4
269,3,2
90,0,2
378,4,4
378,4,4
269,3,2
269,3,2
238,3,2
30,0,0
1,0,0
90,0,2
4,0,0
15,1,0
4,0,0
15,1,0
1705,235,109
1705,235,109
280,15,18
8,0,3
272,15,15
417,64,19
105,,
7,,
98,,
294,34,19
714,122,53
106,14,5
61,9,3
26,4,2
106,14,5
106,14,5
61,9,3
61,9,3
51,5,3
10,4,0
26,4,2
19,1,0
19,1,0
387,3,29
268,3,20
100,0,8
387,3,29
387,3,29
268,3,20
268,3,20
253,2,17
8,1,0
7,0,3
100,0,8
1,0,0
18,0,1
1,0,0
18,0,1
326,21,3
144,5,0
115,14,2
177,19,1
177,19,1
82,4,0
7,1,0
75,3,0
64,3,0
9,0,0
2,0,0
64,13,0
149,2,2
149,2,2
62,1,0
56,1,0
6,0,0
51,1,2
1,0,0
66,2,1
1,0,0
30,2,1
36,0,0
597,13,21
512,12,17
597,13,21
597,13,21
512,12,17
512,12,17
484,12,15
22,0,1
6,0,1
1,0,0
84,1,4
1,0,0
84,1,4
645,482,93
7,7,0
638,475,93
325,229,52
313,225,46
12,4,6
192,,
187,,
5,,
9,5,3
304,241,38
539,92,13
294,42,10
109,18,3
539,92,13
539,92,13
294,42,10
294,42,10
185,20,7
95,20,3
14,2,0
109,18,3
7,2,0
129,30,0
7,2,0
129,30,0
629,91,8
629,91,8
450,51,7
267,23,3
183,28,4
421,,
255,,
166,,
179,40,1
1699,188,335
2,1,0
1697,187,335
319,17,55
9,0,0
310,17,55
405,46,61
92,,
7,,
85,,
253,24,49
720,100,170
377,218,40
7,4,1
370,214,39
254,141,23
254,141,23
251,,
251,,
3,0,0
113,73,16
342,186,6
342,186,6
109,47,5
81,36,5
28,11,0
95,,
70,,
25,,
24,12,0
209,127,1
1074,52,24
736,15,10
1042,47,23
1,0,0
1041,47,23
717,14,10
710,14,10
461,5,5
221,8,4
28,1,1
33,5,1
33,5,1
19,1,0
4,0,0
15,1,0
1,0,0
338,37,14
324,33,13
14,4,1
188,3,0
90,1,0
155,3,0
155,3,0
74,1,0
1,0,0
73,1,0
34,0,0
32,1,0
7,0,0
33,0,0
33,0,0
16,0,0
9,0,0
7,0,0
98,2,0
81,2,0
17,0,0
129,5,0
41,0,0
62,2,0
62,2,0
19,0,0
4,0,0
15,0,0
8,0,0
6,0,0
1,0,0
67,3,0
67,3,0
22,0,0
11,0,0
11,0,0
88,5,0
43,2,0
45,3,0
178,7,1
87,4,0
163,7,1
163,7,1
82,4,0
2,0,0
80,4,0
41,2,0
29,1,0
10,1,0
15,0,0
15,0,0
5,0,0
1,0,0
4,0,0
91,3,1
81,3,1
10,0,0
326,1,10
150,0,4
291,1,10
291,1,10
139,0,4
3,0,0
136,0,4
66,0,1
57,0,2
13,0,1
35,0,0
35,0,0
11,0,0
4,0,0
7,0,0
176,1,6
152,1,6
24,0,0
213,10,20
115,2,8
201,9,20
201,9,20
110,2,8
1,0,0
109,2,8
60,0,1
39,0,6
10,2,1
12,1,0
12,1,0
5,0,0
1,0,0
4,0,0
98,8,12
91,7,12
7,1,0
1467,117,55
948,53,28
1340,111,54
2,0,0
1338,111,54
890,52,28
5,0,0
885,52,28
611,33,19
223,16,7
51,3,2
130,6,1
1,0,0
129,6,1
58,1,0
13,0,0
45,1,0
3,0,0
519,64,27
448,59,26
71,5,1
293,25,7
120,9,2
270,17,6
270,17,6
113,7,2
2,1,0
111,6,2
58,2,1
46,3,1
7,1,0
23,8,1
23,8,1
7,2,0
2,1,0
5,1,0
173,16,5
157,10,4
16,6,1
989,92,54
563,49,23
920,85,51
920,85,51
543,48,23
5,1,1
538,47,22
306,22,14
195,18,7
37,7,1
69,7,3
69,7,3
20,1,0
10,0,0
10,1,0
426,43,31
377,37,28
49,6,3
447,41,24
301,25,17
443,40,24
1,0,0
442,40,24
299,24,17
2,0,0
297,24,17
190,12,9
87,12,8
20,0,0
5,1,0
5,1,0
2,1,0
1,0,0
1,1,0
1,0,0
146,16,7
143,16,7
3,0,0
395,41,7
170,10,6
388,40,7
388,40,7
168,9,6
1,0,0
167,9,6
77,1,2
78,7,2
12,1,2
7,1,0
7,1,0
2,1,0
2,1,0
225,31,1
220,31,1
5,0,0
233,1,4
121,0,0
166,0,2
166,0,2
81,0,0
6,0,0
75,0,0
45,0,0
20,0,0
10,0,0
67,1,2
67,1,2
40,0,0
29,0,0
11,0,0
112,1,4
85,0,2
27,1,2
204,9,2
96,1,1
132,5,0
1,0,0
131,5,0
66,1,0
3,0,0
63,1,0
43,1,0
17,0,0
3,0,0
74,4,2
1,0,0
73,4,2
30,0,1
12,0,1
18,0,0
2,0,0
108,8,1
65,4,0
43,4,1
541,66,42
291,31,15
487,58,33
487,58,33
270,30,14
270,30,14
162,15,8
95,12,5
13,3,1
54,8,9
54,8,9
21,1,1
8,0,0
13,1,1
250,35,27
217,28,19
33,7,8
7241,269,320
6235,189,241
7249,269,321
10,0,1
7239,269,320
6234,189,241
2,0,0
6232,189,241
4746,117,166
1326,57,67
160,15,8
2,0,0
2,0,0
1,0,0
1,0,0
10,0,1
1006,80,79
1005,80,79
1,0,0
232,66,8
89,22,4
201,49,8
1,0,1
200,49,7
82,17,3
82,17,3
48,6,2
27,9,1
7,2,0
32,17,1
32,17,1
7,5,1
1,1,0
6,4,1
1,0,1
143,44,4
118,32,4
25,12,0
364,60,16
189,25,6
265,51,14
1,0,0
264,51,14
134,23,5
2,0,0
132,23,5
67,14,3
50,8,2
15,1,0
100,9,2
100,9,2
55,2,1
30,0,0
25,2,1
1,0,0
175,35,10
130,28,9
45,7,1
806,99,50
379,30,17
793,98,50
1,0,0
792,98,50
373,29,17
1,0,0
372,29,17
185,9,8
151,16,9
36,4,0
14,1,0
14,1,0
6,1,0
2,0,0
4,1,0
1,0,0
427,69,33
419,69,33
8,0,0
369,157,19
157,65,10
314,139,16
1,0,1
313,139,15
134,57,8
2,1,0
132,56,8
76,30,4
45,19,3
11,7,1
56,18,4
56,18,4
23,8,2
9,0,0
14,8,2
1,0,1
212,92,9
179,82,7
33,10,2
330,21,18
156,10,10
301,17,16
1,1,0
300,16,16
148,9,10
148,9,10
77,4,6
58,4,3
13,1,1
30,5,2
30,5,2
8,1,0
2,1,0
6,0,0
1,1,0
174,11,8
152,7,6
22,4,2
24,3,16
24,3,16
7,0,5
1,0,0
6,0,5
4,,
4,,
17,3,11
20,11,0
8,5,0
4,3,0
1,0,0
1,0,0
19,11,0
19,11,0
8,5,0
5,4,0
3,1,0
4,3,0
8,3,0
1,0,0
7,3,0
140,9,0
140,9,0
126,6,0
126,6,0
80,,
80,,
14,3,0
365,106,43
365,106,43
286,73,31
220,57,21
66,16,10
286,,
220,,
66,,
79,33,12
27,3,0
15,1,0
8,2,0
28,3,0
1,0,0
27,3,0
15,1,0
15,1,0
15,1,0
1,0,0
8,2,0
1,0,0
4,0,0
4,0,0
30,0,0
30,0,0
26,0,0
26,0,0
24,,
24,,
4,0,0
93,2,5
38,1,1
93,2,5
93,2,5
38,1,1
38,1,1
33,1,1
4,0,0
1,0,0
1,0,0
54,1,4
1,0,0
54,1,4
2392,217,158
2287,204,149
2395,217,158
3,0,0
2392,217,158
2287,204,149
2287,204,149
2078,179,140
178,18,5
31,7,4
3,0,0
105,13,9
105,13,9
730,60,34
482,28,22
207,25,9
730,60,34
730,60,34
482,28,22
482,28,22
359,23,14
111,5,8
12,0,0
207,25,9
1,1,0
40,6,3
1,1,0
40,6,3
549,66,28
327,36,15
546,63,28
546,63,28
326,35,15
326,35,15
297,34,12
23,0,1
6,1,2
3,3,0
3,3,0
1,1,0
1,1,0
3,0,1
219,30,12
3,0,1
217,28,12
2,2,0
156,18,4
103,8,2
145,18,4
145,18,4
94,8,2
94,8,2
20,0,0
67,7,2
7,1,0
11,0,0
11,0,0
9,0,0
9,0,0
2,0,0
51,10,2
2,0,0
49,10,2
2,0,0
534,16,11
395,7,5
534,16,11
534,16,11
395,7,5
395,7,5
351,6,5
41,1,0
3,0,0
3,0,0
136,9,6
3,0,0
136,9,6
1485,589,169
1485,589,169
148,37,19
4,1,0
144,36,19
340,144,31
23,,
1,,
22,,
233,74,27
764,334,92
374,28,12
195,17,8
324,27,11
324,27,11
175,16,8
2,0,0
173,16,8
116,12,5
50,4,2
7,0,1
50,1,1
50,1,1
20,1,0
9,1,0
11,0,0
5,0,0
174,11,4
5,0,0
144,11,3
30,0,1
460,27,8
243,13,2
460,27,8
460,27,8
243,13,2
243,13,2
151,6,1
72,7,0
20,0,1
12,1,0
205,13,6
12,1,0
205,13,6
803,19,7
407,2,5
788,19,6
1,0,0
787,19,6
402,2,4
1,0,0
401,2,4
257,1,2
118,1,2
26,0,0
16,0,1
16,0,1
5,0,1
2,0,0
3,0,1
1,0,0
13,0,0
383,17,2
13,0,0
372,17,2
11,0,0
3521,297,45
2882,215,39
3524,297,45
3,0,0
3521,297,45
2882,215,39
2882,215,39
2298,161,29
511,44,7
73,10,3
3,0,0
87,0,0
47,4,1
592,78,5
47,4,1
592,78,5
176,56,11
176,56,11
19,1,0
19,1,0
65,30,4
7,,
7,,
40,15,4
52,10,3
76,2,0
76,2,0
42,0,0
42,0,0
40,,
40,,
1,0,0
33,2,0
76,5,1
76,5,1
57,2,1
36,2,1
21,0,0
54,,
34,,
20,,
19,3,0
740,60,13
2,0,0
738,60,13
397,26,4
88,6,1
309,20,3
340,,
76,,
264,,
341,34,9
111,103,2
111,103,2
97,90,2
97,90,2
85,,
85,,
14,13,0
520,52,24
303,22,15
148,22,8
520,52,24
520,52,24
303,22,15
303,22,15
264,17,12
30,4,3
9,1,0
148,22,8
5,0,0
64,8,1
5,0,0
64,8,1
281,22,62
1,0,0
280,22,62
29,1,9
29,1,9
72,4,10
6,,
6,,
28,2,6
151,15,37
27,1,0
27,1,0
13,1,0
13,1,0
10,,
10,,
1,0,0
13,0,0
237,20,13
129,12,8
237,20,13
237,20,13
129,12,8
112,10,7
17,2,1
17,2,1
108,8,5
108,8,5
461,136,8
4,1,0
457,135,8
139,32,2
139,32,2
104,,
104,,
5,0,0
313,103,6
645,64,5
401,22,3
169,28,2
645,64,5
645,64,5
401,22,3
401,22,3
295,13,2
93,9,1
13,0,0
169,28,2
75,14,0
75,14,0
121,15,1
121,15,1
65,7,1
65,7,1
58,,
58,,
56,8,0
126,71,10
54,29,6
47,22,2
126,71,10
126,71,10
54,29,6
54,29,6
44,20,6
10,9,0
47,22,2
25,20,2
25,20,2
412,28,8
297,15,2
1,0,0
412,28,8
412,28,8
297,15,2
297,15,2
254,8,2
37,6,0
6,1,0
1,0,0
114,13,6
114,13,6
1470,45,63
1075,28,40
1472,45,63
2,0,0
1470,45,63
1075,28,40
1075,28,40
985,25,36
86,3,4
4,0,0
2,0,0
8,0,0
387,17,23
8,0,0
387,17,23
442,33,11
328,22,10
105,9,1
443,34,11
1,1,0
442,33,11
328,22,10
328,22,10
302,20,8
22,2,1
4,0,1
105,9,1
1,1,0
1,0,0
8,2,0
1,0,0
8,2,0
961,10,44
773,9,37
961,10,44
961,10,44
773,9,37
773,9,37
708,8,32
60,1,5
5,0,0
2,0,0
186,1,7
2,0,0
186,1,7
363,29,11
218,16,5
111,10,3
364,29,11
1,0,0
363,29,11
218,16,5
218,16,5
177,10,4
36,4,1
5,2,0
111,10,3
1,0,0
2,0,0
32,3,3
2,0,0
32,3,3
7,0,0
7,0,0
6,0,0
6,0,0
6,,
6,,
1,0,0
94,15,0
94,15,0
62,6,0
62,6,0
62,,
62,,
32,9,0
1716,135,42
943,49,20
1718,135,42
2,0,0
1716,135,42
943,49,20
943,49,20
638,18,8
269,25,11
36,6,1
2,0,0
9,2,2
764,84,20
9,2,2
67,0,0
764,84,20
1527,79,22
1030,44,10
1546,82,22
19,3,0
1527,79,22
1030,44,10
1030,44,10
749,24,7
254,18,3
27,2,0
19,3,0
14,0,0
483,35,12
14,0,0
483,35,12
6,0,0
5,0,0
1,0,0
6,0,0
6,0,0
5,0,0
5,0,0
5,0,0
1,0,0
252,2,3
2,0,1
250,2,2
130,2,1
130,2,1
14,0,0
123,,
123,,
5,0,0
101,0,1
616,13,24
467,11,16
616,13,24
616,13,24
467,11,16
467,11,16
439,10,14
24,1,1
4,0,1
1,0,0
148,2,8
148,2,8
372,28,45
350,25,40
372,28,45
372,28,45
350,25,40
350,25,40
330,23,37
16,2,3
4,0,0
1,1,0
21,2,5
1,1,0
21,2,5
346,46,40
346,46,40
214,8,14
15,2,0
199,6,14
2,0,0
204,,
8,,
196,,
10,1,2
120,37,24
34,0,0
17,0,0
17,0,0
34,0,0
34,0,0
17,0,0
17,0,0
17,0,0
17,0,0
4157,578,189
2876,379,113
811,105,54
4166,579,189
9,1,0
4157,578,189
2876,379,113
2876,379,113
1718,215,58
940,129,43
218,35,12
811,105,54
9,1,0
92,20,9
378,74,13
92,20,9
378,74,13
317,38,4
114,4,1
317,38,4
317,38,4
114,4,1
114,4,1
101,3,0
12,1,1
1,0,0
203,34,3
203,34,3
325,39,24
325,39,24
139,7,7
59,5,4
80,2,3
78,,
35,,
43,,
186,32,17
47,8,0
47,8,0
29,3,0
29,3,0
1,0,0
25,,
25,,
17,5,0
101,28,0
101,28,0
63,12,0
63,12,0
58,,
58,,
38,16,0
73,1,0
73,1,0
66,1,0
62,1,0
4,0,0
62,,
62,,
7,0,0
87,0,0
67,0,0
65,,
65,,
20,0,0
543,39,20
437,27,18
543,39,20
543,39,20
437,27,18
437,27,18
428,25,17
8,2,1
1,0,0
106,12,2
106,12,2
154,16,18
74,8,7
16,0,2
149,14,18
2,0,0
147,14,18
71,7,7
71,7,7
62,5,6
8,2,1
1,0,0
16,0,2
7,2,0
7,2,0
3,1,0
3,1,0
2,0,0
3,0,1
61,8,8
3,0,1
57,7,8
4,1,0
125,24,8
125,24,8
39,4,3
39,4,3
84,19,5
37,,
37,,
2,1,0
1599,72,128
29,28,1
1429,56,108
1601,72,128
2,0,0
1599,72,128
1429,56,108
1429,56,108
1365,49,104
56,7,4
8,0,0
2,0,0
2,0,0
168,16,20
2,0,0
168,16,20
10,1,1
10,1,1
2,0,0
2,0,0
2,,
2,,
8,1,1
399,13,8
302,9,6
88,2,1
399,13,8
399,13,8
302,9,6
302,9,6
288,8,6
13,1,0
1,0,0
88,2,1
9,2,1
9,2,1
376,9,5
220,4,4
104,5,1
380,9,5
4,0,0
376,9,5
220,4,4
220,4,4
195,2,4
24,1,0
1,1,0
104,5,1
4,0,0
3,0,0
49,0,0
3,0,0
49,0,0
1992,201,90
1336,108,62
1993,201,90
1,0,0
1992,201,90
1336,108,62
1336,108,62
872,38,33
398,59,24
66,11,5
1,0,0
36,7,3
620,86,25
36,7,3
620,86,25
5,0,0
5,0,0
4,0,0
3,0,0
1,0,0
4,,
3,,
1,,
1,0,0
223,113,3
223,113,3
79,26,1
49,21,0
30,5,1
29,,
10,,
19,,
144,87,2
441,10,1
337,3,0
441,10,1
441,10,1
337,3,0
337,3,0
313,1,0
24,2,0
104,7,1
21,21,0
104,7,1
1135,42,11
2,0,0
1133,42,11
142,1,1
136,1,1
6,0,0
241,10,4
49,,
2,,
47,,
167,3,1
583,28,5
718,76,28
382,26,14
189,25,8
718,76,28
718,76,28
382,26,14
382,26,14
266,16,12
101,10,2
15,0,0
189,25,8
3,0,0
144,25,6
3,0,0
144,25,6
559,28,18
311,9,8
198,15,8
561,28,18
2,0,0
559,28,18
311,9,8
311,9,8
249,7,6
59,2,1
3,0,1
198,15,8
2,0,0
5,0,0
45,4,2
5,0,0
45,4,2
87,3,3
36,1,0
87,3,3
87,3,3
36,1,0
36,1,0
25,1,0
10,0,0
1,0,0
51,2,3
51,2,3
23,0,0
18,0,0
5,0,0
23,0,0
23,0,0
18,0,0
18,0,0
5,0,0
1097,37,15
666,18,12
304,13,1
1091,37,15
1091,37,15
664,18,12
664,18,12
427,12,8
203,5,4
34,1,0
304,13,1
6,0,0
6,0,0
2,0,0
2,0,0
22,1,0
105,5,2
22,1,0
101,5,2
4,0,0
1013,84,189
1013,84,189
672,37,94
672,37,94
625,,
625,,
5,0,3
336,47,92
30,11,2
30,11,2
10,2,1
10,2,1
9,,
9,,
3,1,0
17,8,1
1546,73,147
1486,72,143
1548,74,147
2,1,0
1546,73,147
1486,72,143
1486,72,143
1307,63,122
153,7,18
26,2,3
2,1,0
2,0,0
58,1,4
2,0,0
58,1,4
905,26,40
702,19,32
907,26,40
2,0,0
905,26,40
702,19,32
702,19,32
665,18,29
36,1,3
1,0,0
2,0,0
4,0,0
199,7,8
4,0,0
199,7,8
2247,194,177
1291,102,99
30,2,2
2032,174,163
2032,174,163
1218,97,95
117,10,8
1101,87,87
893,59,66
167,19,15
41,9,6
17,1,1
215,20,14
215,20,14
73,5,4
73,5,4
13,1,1
16,4,0
910,86,76
797,76,67
16,4,0
113,10,9
783,59,72
377,18,30
784,59,72
1,0,0
783,59,72
377,18,30
377,18,30
1,0,0
18,5,1
388,36,41
18,5,1
388,36,41
987,22,43
852,18,35
42,1,0
989,22,43
2,0,0
987,22,43
852,18,35
852,18,35
821,16,32
26,2,3
5,0,0
42,1,0
2,0,0
2,0,0
91,3,8
2,0,0
91,3,8
1155,68,133
492,24,60
1155,68,133
1155,68,133
492,24,60
492,24,60
167,7,22
225,10,25
100,7,13
78,4,8
585,40,65
78,4,8
585,40,65
1838,156,300
1,0,0
1837,156,300
217,10,20
11,1,2
206,9,18
372,40,41
60,,
3,,
57,,
477,36,92
771,70,147
3032,140,190
1785,68,82
3032,140,190
3032,140,190
1785,68,82
1785,68,82
1168,26,49
494,30,19
123,12,14
1247,72,108
1247,72,108
